City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Bhadrak,IN,21.0633,86.5054,86.97,63,98,7.38,overcast clouds
461,Pimentel,PE,-6.8367,-79.9342,62.29,87,38,13.94,scattered clouds
462,Posadas,AR,-27.3671,-55.8961,67.98,88,0,4.61,clear sky
463,Aitape,PG,-3.1374,142.3475,84.9,69,55,7.58,broken clouds
464,Grenaa,DK,56.4158,10.8783,52.02,95,9,17.65,clear sky
465,Tchibanga,GA,-2.85,11.0333,65.23,94,82,1.61,broken clouds
466,Lebedinyy,RU,58.5167,125.5167,68.4,45,100,1.48,overcast clouds
467,Saint-Augustin,CA,51.226,-58.6502,46.65,91,100,12.01,overcast clouds
468,Muhos,FI,64.808,25.9931,47.98,76,96,3.98,overcast clouds
469,Aguadilla,PR,18.4275,-67.1541,79.66,91,10,13.42,clear sky
470,Zilair,RU,52.2332,57.4392,54.84,78,73,11.36,broken clouds
471,Neuquen,AR,-38.9516,-68.0591,46.29,66,100,4.61,light rain
472,Ekibastuz,KZ,51.6667,75.3667,78.06,43,83,4.63,broken clouds
473,Oyama,JP,36.3,139.8,84.58,45,100,3.76,overcast clouds
474,Huarmey,PE,-10.0681,-78.1522,63.25,81,27,11.95,scattered clouds
475,Salta,AR,-24.7859,-65.4117,41.59,81,0,8.05,clear sky
476,San Cristobal,VE,7.7669,-72.225,69.98,94,99,1.72,overcast clouds
477,Bereda,ES,43.2686,-7.5406,54.14,100,53,1.57,broken clouds
478,Biu,NG,10.6129,12.1946,71.11,61,77,3.71,broken clouds
479,Druskininkai,LT,54.0167,23.9667,53.55,98,100,8.14,overcast clouds
480,Gejiu,CN,23.306,103.1635,68.2,73,80,5.66,broken clouds
481,Babstovo,RU,48.1167,132.4833,63.97,94,100,8.75,overcast clouds
482,Umm Kaddadah,SD,13.6017,26.6876,81.97,50,51,10.27,broken clouds
483,Seidu,SL,9.0167,-10.6,67.6,98,100,2.68,moderate rain
484,Pueblo Nuevo,MX,23.3833,-105.3833,56.75,87,99,5.3,overcast clouds
485,Ayan,RU,56.45,138.1667,50.45,79,27,3.62,scattered clouds
486,Hokitika,NZ,-42.7167,170.9667,49.86,60,2,3.65,clear sky
487,Lasa,IT,46.6166,10.7002,61.36,82,3,3.67,clear sky
488,Bubaque,GW,11.2833,-15.8333,79.23,82,99,7.25,moderate rain
489,Vanavara,RU,60.34,102.2797,64.8,44,13,5.99,few clouds
490,Port-Gentil,GA,-0.7193,8.7815,73.15,83,47,16.35,scattered clouds
491,Labuhan,ID,-6.8844,112.2051,84.25,68,84,4.0,broken clouds
492,Goma,CD,-1.6792,29.2228,59.76,88,66,2.44,broken clouds
493,Saint-Pierre,RE,-21.3393,55.4781,64.08,68,75,9.22,broken clouds
494,Kahama,TZ,-3.8333,32.6,64.18,50,73,5.68,broken clouds
495,Cap-Aux-Meules,CA,47.3821,-61.8597,53.65,100,75,9.22,broken clouds
496,Biltine,TD,14.5333,20.9167,84.97,33,69,11.21,broken clouds
497,Kita,ML,13.0349,-9.4895,77.47,76,42,4.76,light rain
498,Babayurt,RU,43.6002,46.7789,72.16,60,0,9.55,clear sky
499,Straumen,NO,63.8709,11.2999,53.6,80,100,1.83,light rain
500,Evensk,RU,61.95,159.2333,46.36,92,100,10.65,light rain
501,Ozimek,PL,50.6794,18.2137,54.36,91,16,10.36,few clouds
502,Yaring,TH,6.8662,101.3689,84.81,67,87,6.67,overcast clouds
503,Takoradi,GH,4.8845,-1.7554,75.38,91,18,5.66,light rain
504,Beipiao,CN,41.7919,120.7792,84.22,31,100,4.99,overcast clouds
505,Carson City,US,39.1638,-119.7674,72.43,20,0,17.27,clear sky
506,Chhapar,IN,27.8167,74.4,84.02,60,50,10.63,light rain
507,Kangaatsiaq,GL,68.3065,-53.4641,34.63,91,100,14.32,overcast clouds
508,Talcahuano,CL,-36.7167,-73.1167,51.48,87,100,8.05,light rain
509,Cape Canaveral,US,28.4058,-80.6048,83.07,74,20,16.11,few clouds
510,Coihaique,CL,-45.5752,-72.0662,34.41,86,20,4.61,few clouds
511,Manggar,ID,-2.8833,108.2667,78.03,89,100,15.03,overcast clouds
512,Gravdal,NO,68.1214,13.5031,49.89,100,100,19.57,moderate rain
513,Jalu,LY,29.0331,21.5482,78.44,32,0,6.91,clear sky
514,Garden City,US,42.3256,-83.331,77.25,69,75,4.61,broken clouds
515,San Quintin,MX,30.4833,-115.95,65.79,75,0,7.14,clear sky
516,Westport,US,41.1415,-73.3579,68.76,74,100,1.01,overcast clouds
517,Nouadhibou,MR,20.931,-17.0347,71.58,100,100,3.44,fog
518,Sola,VU,-13.8833,167.55,79.36,77,77,10.6,broken clouds
519,Kununurra,AU,-15.7667,128.7333,85.98,19,95,17.27,overcast clouds
520,Ancud,CL,-41.8697,-73.8203,39.22,86,76,7.96,broken clouds
521,Buin,CL,-33.7333,-70.75,49.73,58,79,1.72,broken clouds
522,Mopipi,BW,-21.1833,24.8833,55.36,63,0,19.24,clear sky
523,Maracacume,BR,-2.0428,-45.9592,71.55,95,6,1.72,clear sky
524,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.07,53,0,7.09,clear sky
525,Poya,NC,-21.35,165.15,72.95,56,60,8.12,broken clouds
526,Beyneu,KZ,45.3167,55.2,79.41,40,0,9.26,clear sky
527,Hongjiang,CN,27.11,109.9956,81.75,85,99,3.94,overcast clouds
528,Glendive,US,47.1053,-104.7125,58.62,93,20,11.5,few clouds
529,Acarau,BR,-2.8856,-40.12,76.51,80,58,11.52,broken clouds
530,Ishigaki,JP,24.3448,124.1572,87.93,84,75,12.66,broken clouds
531,Iquitos,PE,-3.7481,-73.2472,73.44,100,75,0.0,broken clouds
532,Santa Maria,BR,-29.6842,-53.8069,54.7,100,20,3.44,few clouds
533,Bardiyah,LY,31.7561,25.0865,71.4,71,0,7.85,clear sky
534,Russell,US,32.3502,-85.1999,83.8,48,90,4.03,overcast clouds
535,Yar-Sale,RU,66.8333,70.8333,60.62,94,100,7.34,moderate rain
536,Camalu,MX,30.85,-116.0667,65.25,73,0,5.39,clear sky
537,Suclayin,PH,15.7568,121.5503,89.76,61,49,6.2,light rain
538,Berezovyy,RU,51.6667,135.7,71.71,60,99,7.47,overcast clouds
539,Naze,JP,28.3667,129.4833,81.52,80,76,17.54,broken clouds
540,Bontang,ID,0.1333,117.5,85.57,64,62,2.21,broken clouds
541,Samarai,PG,-10.6167,150.6667,80.6,80,97,9.55,overcast clouds
542,Carman,CA,49.4992,-98.0016,77.34,69,16,8.05,few clouds
543,Hovd,MN,48.0056,91.6419,71.42,23,0,3.76,clear sky
544,Kiruna,SE,67.8557,20.2251,52.72,71,100,10.36,overcast clouds
545,Gigmoto,PH,13.7796,124.39,88.09,65,71,8.34,light rain
546,Sorong,ID,-0.8833,131.25,82.96,71,100,5.1,overcast clouds
547,Najran,SA,17.4924,44.1277,77.65,23,99,5.39,overcast clouds
548,Kamenka,RU,51.3223,42.7678,67.08,90,2,3.91,clear sky
549,Apomu,NG,7.3333,4.1833,70.56,99,88,2.71,overcast clouds
550,Kurilsk,RU,45.2333,147.8833,49.06,89,64,12.59,broken clouds
551,Kahului,US,20.8947,-156.47,84.22,61,40,17.27,scattered clouds
552,Sur,OM,22.5667,59.5289,91.78,50,8,7.63,clear sky
553,Rongcheng,CN,30.634,117.8517,83.98,79,95,3.11,overcast clouds
554,Lukoyanov,RU,55.0277,44.4786,54.57,80,83,4.88,broken clouds
555,Sakassou,CI,7.4546,-5.2926,71.44,99,99,4.0,light rain
556,Porto Novo,BJ,6.4965,2.6036,78.62,92,60,4.56,broken clouds
557,Huangmei,CN,30.1924,116.025,82.31,83,95,7.36,overcast clouds
558,Altay,CN,47.8667,88.1167,75.63,33,1,6.06,clear sky
559,Port Lincoln,AU,-34.7333,135.8667,61.54,73,96,17.65,overcast clouds
560,Kalininsk,RU,51.5,44.4758,68.45,89,85,3.8,overcast clouds
561,Rio Gallegos,AR,-51.6226,-69.2181,30.25,93,40,12.66,scattered clouds
562,Along,IN,28.1667,94.7667,75.51,96,99,0.49,overcast clouds
563,Cookeville,US,36.1628,-85.5016,72.41,86,0,0.0,haze
564,Nambucca Heads,AU,-30.65,153.0,68.16,55,19,4.45,few clouds
565,Svetlyy,RU,54.675,20.1347,49.96,94,100,6.55,light rain
566,Talara,PE,-4.5772,-81.2719,65.19,84,90,15.93,overcast clouds
567,Magdagachi,RU,53.45,125.8,57.56,98,100,11.34,light rain
568,Maltahohe,NA,-24.8333,16.9833,33.85,90,15,3.78,few clouds
569,Karpogory,RU,64.0019,44.4451,48.99,79,74,6.33,broken clouds
570,Batagay-Alyta,RU,67.8006,130.4114,57.61,37,5,9.82,clear sky
571,Ko Samui,TH,9.5357,99.9357,87.71,70,20,4.61,few clouds
572,Yantal,RU,56.8471,105.2542,52.03,94,100,5.97,overcast clouds
573,Teguldet,RU,57.3064,88.1667,71.73,57,28,4.25,scattered clouds
574,Innisfail,AU,-17.5333,146.0333,72.25,83,99,12.01,overcast clouds
575,Aiken,US,33.5835,-81.5998,79.57,56,0,8.05,clear sky
576,Fairbanks,US,64.8378,-147.7164,66.22,64,100,11.5,light rain
577,Nieuwpoort,BE,51.1244,2.7735,53.02,87,20,8.05,few clouds
578,Fryanovo,RU,56.1333,38.45,55.78,74,99,1.52,overcast clouds
579,Kalabo,ZM,-14.97,22.6814,53.04,61,1,6.24,clear sky
580,Nalut,LY,30.3333,10.85,76.48,44,0,16.87,clear sky
581,Kattivakkam,IN,13.2167,80.3167,80.69,60,100,8.63,overcast clouds
582,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,63.19,59,75,11.18,broken clouds
583,Karasjok,NO,69.4719,25.5112,51.93,67,100,11.74,overcast clouds
584,Santona,ES,43.4439,-3.4576,62.91,89,83,2.35,broken clouds
585,West Wendover,US,40.7391,-114.0733,69.01,21,0,6.91,clear sky
586,Carutapera,BR,-1.195,-46.02,73.56,94,18,4.38,few clouds
587,Mhango,TZ,-3.2833,32.85,63.86,53,73,4.7,broken clouds
588,Lukovit,BG,43.2,24.1667,60.26,53,0,5.61,clear sky
589,Teguise,ES,29.0605,-13.564,66.42,83,100,13.8,overcast clouds
590,Sabha,LY,27.0377,14.4283,83.46,17,0,5.91,clear sky
591,Morag,PL,53.9171,19.926,49.71,97,93,5.39,moderate rain
592,Aransas Pass,US,27.9095,-97.15,86.99,86,0,12.66,clear sky
593,Sabang,ID,5.8933,95.3214,81.57,77,100,18.97,light rain
594,Homer,US,59.6425,-151.5483,62.47,64,20,13.8,few clouds
595,Otradnoye,RU,59.7775,30.8181,56.03,90,96,3.04,light rain
596,Kysyl-Syr,RU,63.8986,122.7617,58.44,53,100,7.36,overcast clouds
597,Nushki,PK,29.5542,66.0215,75.31,23,0,10.78,clear sky
598,Zhuhai,CN,22.2769,113.5678,86.86,89,40,9.22,scattered clouds
599,Tulsipur,NP,28.131,82.2973,84.36,51,15,3.94,few clouds
600,Urumqi,CN,43.801,87.6005,83.35,23,0,4.47,clear sky
601,Paita,PE,-5.0892,-81.1144,63.99,83,100,14.65,overcast clouds
602,Alta Floresta,BR,-9.8756,-56.0861,67.64,54,3,0.94,clear sky
603,Inirida,CO,3.8653,-67.9239,70.12,99,99,1.61,light rain
604,Ahuimanu,US,21.4447,-157.8378,83.91,73,75,13.8,light rain
605,Cidreira,BR,-30.1811,-50.2056,59.59,79,73,11.5,broken clouds
606,Batemans Bay,AU,-35.7167,150.1833,62.4,59,100,6.71,light rain
607,Olafsvik,IS,64.8945,-23.7142,47.28,77,38,7.25,scattered clouds
608,Jiangyou,CN,31.7667,104.7167,82.47,69,99,3.33,overcast clouds
609,San Esteban,HN,15.2,-85.75,69.55,96,100,2.53,overcast clouds
610,Henties Bay,NA,-22.116,14.2845,53.46,84,0,6.89,clear sky
611,La Baule-Escoublac,FR,47.2922,-2.364,62.26,95,0,5.75,clear sky
612,Yankton,US,42.8711,-97.3973,93.45,40,0,20.71,clear sky
613,Maragogi,BR,-9.0122,-35.2225,74.95,86,31,8.41,scattered clouds
614,Mapiripan,CO,2.8892,-72.1256,70.63,97,100,2.98,overcast clouds
615,Yabelo,ET,4.8833,38.0833,54.37,83,55,4.85,broken clouds
616,Semey,KZ,50.4111,80.2275,80.82,39,0,8.95,clear sky
617,Aklavik,CA,68.2191,-135.0107,54.97,58,100,6.26,overcast clouds
618,Beloha,MG,-25.1667,45.05,65.66,62,53,9.55,broken clouds
619,Kloulklubed,PW,7.0419,134.2556,81.1,71,29,7.0,scattered clouds
620,Pangkalanbuun,ID,-2.6833,111.6167,72.3,98,100,2.82,overcast clouds
621,Leshukonskoye,RU,64.8989,45.7622,50.74,74,71,6.8,broken clouds
622,Zheshart,RU,62.0731,49.5733,50.13,95,100,8.48,overcast clouds
623,Dalbandin,PK,28.8947,64.4101,81.68,14,0,15.82,clear sky
624,Kalmunai,LK,7.4167,81.8167,83.53,69,99,4.32,overcast clouds
625,Grootfontein,NA,-19.5667,18.1167,36.97,60,5,2.3,clear sky
626,Chippewa Falls,US,44.9369,-91.3929,88.57,55,0,11.5,clear sky
627,Roma,US,43.2128,-75.4557,58.87,74,67,1.43,broken clouds
628,Tazovskiy,RU,67.4667,78.7,69.42,50,98,7.54,overcast clouds
629,Korla,CN,41.7597,86.1469,83.95,21,96,9.19,overcast clouds
630,Mnogovershinnyy,RU,53.9353,139.9242,73.06,47,0,6.4,clear sky
631,Ameca,MX,20.55,-104.0333,72.05,71,90,4.79,overcast clouds
632,Haines Junction,CA,60.7522,-137.5108,60.75,39,91,8.05,overcast clouds
633,Acajutla,SV,13.5928,-89.8275,78.98,85,100,3.51,moderate rain
634,Halifax,CA,44.6453,-63.5724,54.68,90,75,5.75,broken clouds
635,Promissao,BR,-21.5367,-49.8581,66.0,79,0,6.69,clear sky
636,Caravelas,BR,-17.7125,-39.2481,70.05,89,0,4.85,clear sky
637,Ganzhou,CN,28.8184,115.4327,81.79,87,98,8.86,overcast clouds
638,Tarangnan,PH,11.9009,124.7459,85.21,68,100,4.18,overcast clouds
639,Shache,CN,38.4167,77.2406,74.43,33,100,8.72,overcast clouds
640,Charagua,BO,-19.8,-63.2167,63.1,84,3,7.25,clear sky
641,Ulladulla,AU,-35.35,150.4667,58.77,55,99,8.12,light rain
642,Atambua,ID,-9.1061,124.8925,81.0,59,96,2.62,overcast clouds
643,Gilbues,BR,-9.8317,-45.3439,67.84,48,39,4.25,scattered clouds
644,Gornopravdinsk,RU,60.05,69.9,66.76,87,98,9.51,overcast clouds
645,Independencia,BR,-5.3964,-40.3086,74.55,65,92,6.67,overcast clouds
646,Gondanglegi,ID,-7.7479,112.0132,83.46,67,80,9.75,broken clouds
647,Broken Hill,AU,-31.95,141.4333,57.76,51,76,9.62,broken clouds
648,Kharp,RU,66.8014,65.8081,63.75,72,100,11.99,light rain
649,Banjar,ID,-8.19,114.9675,85.84,61,27,1.34,scattered clouds
650,Fukue,JP,32.6881,128.8419,75.56,100,75,8.05,broken clouds
651,Tongren,CN,27.7172,109.1853,81.34,86,100,2.48,overcast clouds
652,Grindavik,IS,63.8424,-22.4338,44.55,100,40,4.61,scattered clouds
653,Turkmenabat,TM,39.0733,63.5786,71.58,40,0,11.5,clear sky
654,Maryville,US,35.7565,-83.9705,75.15,70,100,1.99,overcast clouds
655,Sinnamary,GF,5.3833,-52.95,77.25,85,8,6.29,clear sky
656,Kisangani,CD,0.5167,25.2,68.65,98,99,2.15,light rain
657,Ambon,ID,-3.6954,128.1814,87.94,66,20,3.44,few clouds
658,Vinzili,RU,56.9594,65.7708,61.11,91,91,8.12,light rain
659,Artyom,AZ,40.4723,50.333,73.54,54,0,7.23,clear sky
660,Salinopolis,BR,-0.6136,-47.3561,77.54,85,6,8.95,clear sky
661,Ushirombo,TZ,-3.4919,31.9639,68.29,53,97,3.24,overcast clouds
662,Macas,EC,-2.3167,-78.1167,64.29,97,52,2.8,light rain
663,Novopskov,UA,49.5464,39.0899,65.39,67,0,4.56,clear sky
664,Teahupoo,PF,-17.8333,-149.2667,76.96,73,65,13.13,broken clouds
665,Camacupa,AO,-12.0167,17.4833,53.17,57,30,3.13,scattered clouds
666,Agadez,NE,19.75,10.25,85.71,13,0,6.78,clear sky
667,Tenabo,MX,20.05,-90.2333,75.61,84,100,6.31,overcast clouds
668,Kesova Gora,RU,57.5836,37.2922,51.91,89,100,3.51,overcast clouds
669,Roebourne,AU,-20.7833,117.1333,78.49,34,0,18.14,clear sky
670,Auki,SB,-8.7676,160.7034,82.35,74,50,3.24,scattered clouds
671,Port-Cartier,CA,50.0334,-66.8654,47.88,84,0,6.13,clear sky
672,La Ronge,CA,55.1001,-105.2842,62.85,82,100,2.3,overcast clouds
673,Nantucket,US,41.2835,-70.0995,62.71,91,0,10.36,clear sky
674,Matara,LK,5.9485,80.5353,80.74,83,72,12.41,broken clouds
675,Sibolga,ID,1.7427,98.7792,78.44,88,99,1.48,overcast clouds
676,Westerville,US,40.1262,-82.9291,71.58,69,76,1.01,broken clouds
677,Port Hardy,CA,50.6996,-127.4199,57.38,88,100,5.75,overcast clouds
678,Limot,PH,7.0405,126.2727,85.24,69,52,4.99,broken clouds
679,Argostolion,GR,38.1811,20.489,72.79,79,0,7.72,clear sky
680,Belmonte,BR,-15.8631,-38.8828,70.99,87,13,6.85,few clouds
681,Am Timan,TD,11.0297,20.2827,78.48,64,99,4.65,overcast clouds
682,Longonjo,AO,-12.9067,15.2533,49.66,61,0,1.12,clear sky
683,Borogontsy,RU,62.6683,131.1683,70.14,60,100,5.23,overcast clouds
684,Kingaroy,AU,-26.5333,151.8333,67.59,41,78,2.48,broken clouds
685,Regina,CA,50.4501,-104.6178,71.71,54,75,12.66,broken clouds
686,Mahon,ES,39.8885,4.2658,73.96,94,96,10.36,overcast clouds
687,Aguimes,ES,27.9054,-15.4461,68.67,83,75,16.11,broken clouds
688,Sungaipenuh,ID,-2.0833,101.3833,77.27,59,58,3.69,broken clouds
689,Ridgecrest,US,35.6225,-117.6709,91.26,6,0,4.61,clear sky
690,Apatou,GF,5.155,-54.3472,72.73,99,100,2.48,overcast clouds
691,Arcata,US,40.8665,-124.0828,63.12,74,0,13.8,clear sky
